projectDescriptionID,trapVisitID,siteName,subSiteName,visitTime,visitType,fishProcessed,trapFunctioning,counterAtStart,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,includeCatch,discharge,waterVel,waterTemp,turbidity,dissolvedOxygen
11,455,Parrot-Phelan RST,PP RST,2018-05-11T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,4011,3,2.90000009536743,Yes,NA,0.5,12,6.32999992370605,NA
11,456,Parrot-Phelan RST,PP RST,2018-05-13T08:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,3851,NA,2.5,Yes,NA,1.10000002384186,12,6.57999992370605,NA
11,457,Parrott-Phelan canal trap box,canal trap box,2018-05-13T09:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,12,6.57999992370605,NA
11,458,Parrot-Phelan RST,PP RST,2018-05-12T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,858,0,2.90000009536743,Yes,NA,1.10000002384186,12,NA,NA
11,459,Parrot-Phelan RST,PP RST,2018-05-14T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,3354,2.70000004768372,2.70000004768372,Yes,NA,0.300000011920929,11,8.89999961853027,NA
11,460,Parrott-Phelan canal trap box,canal trap box,2018-05-12T07:15:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,11,NA,NA
11,461,Parrott-Phelan canal trap box,canal trap box,2018-05-14T09:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,12,8.5,NA
11,462,Parrot-Phelan RST,PP RST,2018-05-15T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,1403,2.70000004768372,2.59999990463257,Yes,NA,0.5,11,8.46000003814697,NA
11,463,Parrott-Phelan canal trap box,canal trap box,2018-05-15T09:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,11,8.46000003814697,NA
11,464,Parrot-Phelan RST,PP RST,2018-05-16T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.40000009536743,Yes,NA,0.800000011920929,12,6.42000007629395,NA
11,465,Parrott-Phelan canal trap box,canal trap box,2018-05-16T09:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,12,6.42000007629395,NA
11,466,Parrott-Phelan canal trap box,canal trap box,2018-05-17T09:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,13,8,NA
11,467,Parrot-Phelan RST,PP RST,2018-05-17T09:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,3208,2.5,2.5,Yes,NA,1.10000002384186,13,8.60000038146973,NA
11,468,Parrot-Phelan RST,PP RST,2018-05-18T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,2311,NA,2.59999990463257,Yes,NA,0.800000011920929,12,6.76999998092651,NA
11,469,Parrott-Phelan canal trap box,canal trap box,2018-05-18T09:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,12,6.76999998092651,NA
11,470,Parrot-Phelan RST,PP RST,2018-05-19T09:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,2780,NA,2.5,Yes,NA,1,12,4.61999988555908,NA
11,471,Parrott-Phelan canal trap box,canal trap box,2018-05-19T09:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,12,4.61999988555908,NA
11,771,Parrott-Phelan canal trap box,canal trap box,2019-06-19T08:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,17,NA,NA
11,772,Parrott-Phelan canal trap box,canal trap box,2019-06-20T08:30:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,17,13.1999998092651,NA
11,773,Parrott-Phelan canal trap box,canal trap box,2019-06-21T08:15:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,16,11.6000003814697,NA
11,774,Parrott-Phelan canal trap box,canal trap box,2019-06-22T08:30:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,16,13.8999996185303,NA
11,775,Parrott-Phelan canal trap box,canal trap box,2019-06-23T08:15:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,15,13.1000003814697,NA
11,776,Parrot-Phelan RST,PP RST,2016-04-29T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2,Yes,NA,NA,10.5,NA,NA
11,777,Parrot-Phelan RST,PP RST,2016-04-30T07:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,10,NA,NA
11,778,Parrot-Phelan RST,PP RST,2016-05-01T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2,Yes,NA,NA,11,NA,NA
11,779,Parrot-Phelan RST,PP RST,2016-05-02T08:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.20000004768372,Yes,NA,NA,12,NA,NA
11,780,Parrot-Phelan RST,PP RST,2016-05-03T08:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.20000004768372,Yes,NA,NA,13,NA,NA
11,781,Parrot-Phelan RST,PP RST,2016-05-04T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2,Yes,NA,NA,12,NA,NA
11,782,Parrot-Phelan RST,PP RST,2016-05-05T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.40000009536743,Yes,NA,NA,13,NA,NA
11,783,Parrot-Phelan RST,PP RST,2016-05-06T08:25:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.40000009536743,Yes,NA,NA,11,NA,NA
11,784,Parrot-Phelan RST,PP RST,2016-05-07T07:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.5,Yes,NA,NA,11,NA,NA
11,785,Parrot-Phelan RST,PP RST,2016-05-08T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,1.5,Yes,NA,NA,12,NA,NA
11,786,Parrot-Phelan RST,PP RST,2016-05-09T08:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,1.70000004768372,Yes,NA,NA,12,NA,NA
11,787,Parrot-Phelan RST,PP RST,2016-05-10T08:10:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2,Yes,NA,NA,12,NA,NA
11,788,Parrot-Phelan RST,PP RST,2016-05-11T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.70000004768372,Yes,NA,NA,12,NA,NA
11,789,Parrot-Phelan RST,PP RST,2016-05-12T10:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.70000004768372,Yes,NA,NA,14,NA,NA
11,790,Parrot-Phelan RST,PP RST,2016-05-13T09:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.70000004768372,Yes,NA,NA,14,NA,NA
11,791,Parrot-Phelan RST,PP RST,2016-05-14T07:25:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.29999995231628,Yes,NA,NA,13,NA,NA
11,792,Parrot-Phelan RST,PP RST,2016-05-15T09:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.59999990463257,Yes,NA,NA,14,NA,NA
11,793,Parrot-Phelan RST,PP RST,2016-05-16T08:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,3,Yes,NA,NA,13,NA,NA
11,794,Parrot-Phelan RST,PP RST,2016-05-17T09:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.70000004768372,Yes,NA,NA,14,NA,NA
11,795,Parrot-Phelan RST,PP RST,2016-05-18T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,3,Yes,NA,NA,15,NA,NA
11,796,Parrot-Phelan RST,PP RST,2016-05-19T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,3,Yes,NA,NA,15,NA,NA
11,797,Parrot-Phelan RST,PP RST,2016-05-20T08:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.70000004768372,Yes,NA,NA,14,NA,NA
11,798,Parrot-Phelan RST,PP RST,2016-05-21T09:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.59999990463257,Yes,NA,NA,12,NA,NA
11,799,Parrot-Phelan RST,PP RST,2016-05-22T09:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.70000004768372,Yes,NA,NA,12,NA,NA
11,800,Parrot-Phelan RST,PP RST,2016-05-23T08:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.5,Yes,NA,NA,12,NA,NA
11,801,Parrot-Phelan RST,PP RST,2016-05-24T08:45:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.59999990463257,Yes,NA,NA,11,NA,NA
11,802,Parrot-Phelan RST,PP RST,2016-05-25T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,3,Yes,NA,NA,13,NA,NA
11,803,Parrot-Phelan RST,PP RST,2016-05-26T08:45:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.70000004768372,Yes,NA,NA,15,NA,NA
11,804,Parrot-Phelan RST,PP RST,2016-05-27T08:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.70000004768372,Yes,NA,NA,14,NA,NA
11,805,Parrot-Phelan RST,PP RST,2016-05-28T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,13,NA,NA
11,806,Parrot-Phelan RST,PP RST,2016-05-29T08:00:47Z,Start trap & begin trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.70000004768372,Yes,NA,NA,13,NA,NA
11,807,Parrot-Phelan RST,PP RST,2016-05-30T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.79999995231628,Yes,NA,NA,15,NA,NA
11,808,Parrot-Phelan RST,PP RST,2016-05-31T08:15:47Z,Start trap & begin trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.79999995231628,Yes,NA,NA,16,NA,NA
11,809,Parrot-Phelan RST,PP RST,2016-06-01T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.70000004768372,Yes,NA,NA,17,NA,NA
11,810,Parrot-Phelan RST,PP RST,2016-06-02T08:35:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.29999995231628,Yes,NA,NA,16,NA,NA
11,811,Parrot-Phelan RST,PP RST,2016-06-03T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.70000004768372,Yes,NA,NA,17,NA,NA
11,812,Parrot-Phelan RST,PP RST,2016-06-04T07:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.79999995231628,Yes,NA,NA,17,NA,NA
11,813,Parrot-Phelan RST,PP RST,2016-06-05T09:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.5,Yes,NA,NA,15,NA,NA
11,814,Parrot-Phelan RST,PP RST,2016-06-07T14:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.20000004768372,Yes,NA,NA,21,NA,NA
11,815,Parrot-Phelan RST,PP RST,2016-06-08T08:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.59999990463257,Yes,NA,NA,17,NA,NA
11,816,Parrot-Phelan RST,PP RST,2016-06-09T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.70000004768372,Yes,NA,NA,15,NA,NA
11,817,Parrot-Phelan RST,PP RST,2016-06-10T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.79999995231628,Yes,NA,NA,16,NA,NA
11,818,Parrot-Phelan RST,PP RST,2016-06-11T07:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.70000004768372,Yes,NA,NA,16,NA,NA
11,819,Parrot-Phelan RST,PP RST,2016-06-12T07:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.70000004768372,Yes,NA,NA,15,NA,NA
11,820,Parrot-Phelan RST,PP RST,2016-06-13T09:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.5,Yes,NA,NA,17,NA,NA
11,821,Parrot-Phelan RST,PP RST,2016-06-14T09:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,3.29999995231628,Yes,NA,NA,16,NA,NA
11,822,Parrot-Phelan RST,PP RST,2016-06-15T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,2.70000004768372,Yes,NA,NA,15,NA,NA
11,824,Parrot-Phelan RST,PP RST,2019-11-22T12:11:40Z,Continue trapping,No catch data; fish released,Trap functioning normally,NA,NA,NA,3.79999995231628,Yes,NA,NA,11,NA,NA
11,825,Parrot-Phelan RST,PP RST,2019-11-22T12:13:34Z,Continue trapping,No catch data; fish released,Trap functioning normally,NA,NA,NA,3,Yes,NA,NA,NA,NA,NA
11,826,Parrot-Phelan RST,PP RST,2019-11-24T08:30:42Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,3,Yes,NA,NA,8,NA,NA
11,827,Parrott-Phelan canal trap box,canal trap box,2019-11-24T08:30:06Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,117,NA,8,NA,NA
11,828,Parrot-Phelan RST,PP RST,2019-11-25T08:30:31Z,Continue trapping,Processed fish,Trap functioning normally,0,0,3.09999990463257,3.09999990463257,Yes,NA,NA,NA,NA,NA
11,829,Parrott-Phelan canal trap box,canal trap box,2019-11-25T09:00:26Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,118,NA,8,NA,NA
11,831,Parrot-Phelan RST,PP RST,2019-11-26T08:30:44Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,3.20000004768372,Yes,NA,NA,8,NA,NA
11,832,Parrot-Phelan RST,PP RST,2019-11-27T09:00:18Z,Continue trapping,No fish were caught,Trap functioning normally,NA,NA,NA,3,Yes,NA,NA,NA,NA,NA
11,472,Parrot-Phelan RST,PP RST,2018-05-20T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,1247,2.09999990463257,2.09999990463257,Yes,NA,0.800000011920929,8,7.63000011444092,NA
11,473,Parrott-Phelan canal trap box,canal trap box,2018-05-20T09:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,8,7.63000011444092,NA
11,474,Parrot-Phelan RST,PP RST,2018-05-21T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,3761,NA,2.59999990463257,Yes,NA,0.300000011920929,13,NA,NA
11,475,Parrott-Phelan canal trap box,canal trap box,2018-05-21T09:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,13,NA,NA
11,476,Parrot-Phelan RST,PP RST,2016-02-06T07:30:47Z,End trapping,No fish were caught,Trap not in service,NA,NA,NA,NA,Yes,NA,NA,2,NA,NA
11,477,Parrot-Phelan RST,PP RST,2016-02-08T09:30:47Z,Start trap & begin trapping,N/A; not a sampling visit,Trap not in service,NA,NA,NA,NA,Yes,NA,NA,8,NA,NA
11,478,Parrot-Phelan RST,PP RST,2016-02-09T08:15:47Z,Unplanned restart,No fish were caught,Trap stopped functioning,NA,NA,NA,NA,Yes,NA,NA,8,NA,NA
11,479,Parrot-Phelan RST,PP RST,2016-02-10T08:15:47Z,Unplanned restart,No fish were caught,Trap stopped functioning,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA
11,480,Parrot-Phelan RST,PP RST,2016-02-11T08:30:47Z,Unplanned restart,No fish were caught,Trap stopped functioning,NA,NA,1.10000002384186,1.10000002384186,Yes,NA,NA,9,NA,NA
11,481,Parrot-Phelan RST,PP RST,2016-02-12T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,1.10000002384186,1.10000002384186,Yes,NA,NA,8,NA,NA
11,482,Parrot-Phelan RST,PP RST,2016-02-13T10:50:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,1,1,Yes,NA,NA,8,NA,NA
11,483,Parrot-Phelan RST,PP RST,2016-02-14T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,1.60000002384186,1.60000002384186,Yes,NA,NA,8,NA,NA
11,484,Parrot-Phelan RST,PP RST,2016-02-15T10:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,1.20000004768372,1.20000004768372,Yes,NA,NA,8,NA,NA
11,485,Parrot-Phelan RST,PP RST,2016-02-16T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,1.29999995231628,1.29999995231628,Yes,NA,NA,8,NA,NA
11,486,Parrot-Phelan RST,PP RST,2016-02-17T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,2,2,Yes,NA,NA,8,NA,NA
11,487,Parrot-Phelan RST,PP RST,2016-02-18T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,1.5,1.5,Yes,NA,NA,8,NA,NA
11,488,Parrot-Phelan RST,PP RST,2016-02-19T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,0.5,0.5,Yes,NA,NA,7,NA,NA
11,489,Parrot-Phelan RST,PP RST,2016-02-20T07:32:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,1.79999995231628,1.79999995231628,Yes,NA,NA,5,NA,NA
11,490,Parrot-Phelan RST,PP RST,2016-02-21T10:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,1,1,Yes,NA,NA,8,NA,NA
11,491,Parrot-Phelan RST,PP RST,2016-02-22T07:45:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,2,2,Yes,NA,NA,7,NA,NA
11,492,Parrot-Phelan RST,PP RST,2018-05-22T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,4185,NA,2.70000004768372,Yes,NA,0.800000011920929,11,9.93000030517578,NA
11,493,Parrott-Phelan canal trap box,canal trap box,2018-05-22T09:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,11,9.93000030517578,NA
11,494,Parrot-Phelan RST,PP RST,2018-05-23T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,4169,NA,2.70000004768372,Yes,NA,0.300000011920929,14,7.28999996185303,NA
11,495,Parrott-Phelan canal trap box,canal trap box,2018-05-23T09:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,14,7.28999996185303,NA
11,496,Parrot-Phelan RST,PP RST,2016-02-23T08:10:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,2,2,Yes,NA,NA,6,NA,NA
11,497,Parrot-Phelan RST,PP RST,2016-02-24T08:00:47Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,NA,NA,NA,Yes,NA,NA,6,NA,NA
11,498,Parrot-Phelan RST,PP RST,2016-02-25T08:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,1.79999995231628,1.79999995231628,Yes,NA,NA,7,NA,NA
11,499,Parrot-Phelan RST,PP RST,2016-02-26T09:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,1.70000004768372,1.70000004768372,Yes,NA,NA,9,NA,NA
11,500,Parrot-Phelan RST,PP RST,2016-02-27T07:25:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,2.20000004768372,2.20000004768372,Yes,NA,NA,7,NA,NA
11,501,Parrot-Phelan RST,PP RST,2016-02-28T10:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,1.60000002384186,1.60000002384186,Yes,NA,NA,9,NA,NA
11,502,Parrot-Phelan RST,PP RST,2016-02-29T07:00:47Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,NA,NA,NA,Yes,NA,NA,8,NA,NA
11,503,Parrot-Phelan RST,PP RST,2016-03-01T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,2.5,2.5,Yes,NA,NA,7,NA,NA
11,504,Parrot-Phelan RST,PP RST,2016-03-02T08:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,2.09999990463257,2.09999990463257,Yes,NA,NA,8,NA,NA
11,505,Parrot-Phelan RST,PP RST,2016-03-03T08:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,2.29999995231628,2.29999995231628,Yes,NA,NA,9,NA,NA
11,506,Parrot-Phelan RST,PP RST,2016-03-04T09:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,2.09999990463257,2.09999990463257,Yes,NA,NA,9,NA,NA
11,507,Parrot-Phelan RST,PP RST,2016-03-05T07:30:47Z,End trapping,Processed fish,Trap not in service,NA,NA,2,2,Yes,NA,NA,7,NA,NA
11,508,Parrot-Phelan RST,PP RST,2016-03-30T16:30:47Z,Start trap & begin trapping,N/A; not a sampling visit,Trap not in service,NA,NA,NA,NA,Yes,NA,NA,8,NA,NA
11,509,Parrot-Phelan RST,PP RST,2016-03-31T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,1.70000004768372,1.70000004768372,Yes,NA,NA,8,NA,NA
11,510,Parrot-Phelan RST,PP RST,2016-04-01T09:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,2,2,Yes,NA,NA,9,NA,NA
11,511,Parrot-Phelan RST,PP RST,2016-04-02T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,9.5,NA,NA
11,512,Parrot-Phelan RST,PP RST,2016-04-03T08:15:47Z,Start trap & begin trapping,Processed fish,Trap functioning normally,NA,NA,2.29999995231628,2.29999995231628,Yes,NA,NA,9,NA,NA
11,513,Parrot-Phelan RST,PP RST,2018-05-24T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,4134,NA,2.79999995231628,Yes,NA,0.400000005960464,14,5.17999982833862,NA
11,514,Parrott-Phelan canal trap box,canal trap box,2018-05-24T08:30:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,14,5.17999982833862,NA
11,515,Parrot-Phelan RST,PP RST,2018-05-25T08:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,4129,NA,2.70000004768372,Yes,NA,1.29999995231628,13,5.3600001335144,NA
11,516,Parrott-Phelan canal trap box,canal trap box,2018-05-25T08:45:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,13,5.3600001335144,NA
11,517,Parrott-Phelan canal trap box,canal trap box,2018-05-26T08:30:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,14,9.3100004196167,NA
11,518,Parrot-Phelan RST,PP RST,2018-05-26T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,4577,3.09999990463257,3.09999990463257,Yes,NA,0.400000005960464,14,9.3100004196167,NA
11,519,Parrot-Phelan RST,PP RST,2018-05-27T08:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,3851,NA,2.79999995231628,Yes,NA,1.20000004768372,13,4.05999994277954,NA
11,520,Parrott-Phelan canal trap box,canal trap box,2018-05-27T08:45:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,13,4.05999994277954,NA
11,521,Parrot-Phelan RST,PP RST,2018-05-28T10:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,4604,NA,2.79999995231628,Yes,NA,0.400000005960464,15,9.09000015258789,NA
11,522,Parrott-Phelan canal trap box,canal trap box,2018-05-28T10:30:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,15,9.09000015258789,NA
11,523,Parrot-Phelan RST,PP RST,2018-05-29T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,3563,NA,3,Yes,NA,0.400000005960464,14,8.05000019073486,NA
11,524,Parrott-Phelan canal trap box,canal trap box,2018-05-29T09:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,14,8.05000019073486,NA
11,525,Parrott-Phelan canal trap box,canal trap box,2018-05-30T08:40:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,15,8.15999984741211,NA
11,526,Parrot-Phelan RST,PP RST,2018-05-30T08:15:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,92,NA,2.70000004768372,Yes,NA,1.20000004768372,15,8.15999984741211,NA
11,527,Parrot-Phelan RST,PP RST,2018-05-31T08:30:47Z,Continue trapping,Processed fish,Trap stopped functioning,NA,2604,0,2,Yes,NA,0.300000011920929,14,6.6399998664856,NA
11,528,Parrott-Phelan canal trap box,canal trap box,2018-05-31T09:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,14,6.6399998664856,NA
11,530,Parrot-Phelan RST,PP RST,2018-06-01T08:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,3738,2.79999995231628,2.79999995231628,Yes,NA,1.10000002384186,14,8.22000026702881,NA
11,531,Parrott-Phelan canal trap box,canal trap box,2018-06-01T08:30:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,14,8.22000026702881,NA
11,532,Parrot-Phelan RST,PP RST,2018-06-02T06:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,3447,2.59999990463257,2.59999990463257,Yes,NA,1.10000002384186,14,8.10000038146973,NA
11,533,Parrott-Phelan canal trap box,canal trap box,2018-06-02T07:30:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,1.10000002384186,14,8.10000038146973,NA
11,534,Parrot-Phelan RST,PP RST,2018-06-03T06:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,3374,2.59999990463257,2.59999990463257,Yes,NA,1,13,6.90999984741211,NA
11,535,Parrott-Phelan canal trap box,canal trap box,2018-06-03T07:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,13,6.90999984741211,NA
11,536,Parrot-Phelan RST,PP RST,2018-06-04T09:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,4042,2.59999990463257,2.59999990463257,Yes,NA,1.20000004768372,11,NA,NA
11,537,Parrot-Phelan RST,PP RST,2018-06-05T09:00:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,3923,2.20000004768372,2.20000004768372,Yes,NA,0.400000005960464,14,7.53999996185303,NA
11,538,Parrott-Phelan canal trap box,canal trap box,2018-06-04T09:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,11,NA,NA
11,539,Parrott-Phelan canal trap box,canal trap box,2018-06-05T09:30:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,14,7.53999996185303,NA
11,540,Parrot-Phelan RST,PP RST,2018-06-06T08:30:47Z,Continue trapping,Processed fish,Trap functioning normally,NA,3626,NA,2.5,Yes,NA,0.699999988079071,14,NA,NA
11,541,Parrott-Phelan canal trap box,canal trap box,2018-06-06T09:00:43Z,Continue trapping,Processed fish,Trap functioning normally,NA,NA,NA,NA,Yes,NA,NA,14,NA,NA
