visitType,trapFunctioning,fishProcessed,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,counterAtEnd,visitTime,siteName,subSiteName,trapVisitID,includeCatch
continue trapping,not recorded,not recorded,2.5,2.5,NA,2013-01-19T08:05:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-01-20T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-01-20T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.6,2.6,NA,2013-01-21T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-01-21T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-01-22T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-01-22T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-01-23T07:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-01-23T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.2,2.2,NA,2013-01-24T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-01-24T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-01-25T09:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-01-25T10:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-01-26T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-01-26T09:50:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.1,3.1,NA,2013-01-27T07:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-01-27T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-01-28T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-01-28T09:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.6,2.6,NA,2013-01-29T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-01-29T09:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-01-30T08:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-01-30T09:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-01-31T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-01-31T09:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-02-01T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-01T09:10:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-02-02T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-02T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-02-03T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-03T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-02-04T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-04T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-02-05T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-05T09:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-02-06T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-06T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-02-07T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-07T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-02-08T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-08T11:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.6,2.6,NA,2013-02-09T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-09T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-02-10T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-10T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-02-11T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-11T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-02-12T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-12T09:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-02-13T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-13T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-02-14T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-14T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-02-15T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-15T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-02-16T08:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-16T09:05:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-02-17T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-17T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-02-18T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-18T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-02-19T08:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-19T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-02-20T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-20T10:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-02-21T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-21T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-02-22T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-22T09:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-02-23T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-23T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-02-24T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-24T11:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.1,3.1,NA,2013-02-25T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-25T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-26T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.2,3.2,NA,2013-02-26T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-02-27T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-27T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-02-28T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-02-28T08:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-01T08:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-03-01T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-03-02T08:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-02T08:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-03T08:20:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.1,3.1,NA,2013-03-03T08:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-03-04T08:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-04T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-03-05T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-05T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-03-06T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-06T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-03-07T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-07T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-03-08T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-08T09:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-09T09:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-09T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-10T08:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-03-10T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.1,3.1,NA,2013-03-11T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-11T09:25:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-03-12T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-12T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.2,3.2,NA,2013-03-13T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-13T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-03-14T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-14T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.6,2.6,NA,2013-03-15T08:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-15T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0,NA,NA,2013-03-16T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-16T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.4,2.4,NA,2013-03-17T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-17T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-03-18T08:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-18T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-03-19T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-19T08:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.3,3.3,NA,2013-03-20T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-20T09:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0,2.8,NA,2013-03-21T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-21T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0,3.3,NA,2013-03-22T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-22T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-23T08:10:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.3,3.3,NA,2013-03-23T08:55:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-24T08:20:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.2,3.2,NA,2013-03-24T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.2,3.2,NA,2013-03-25T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-25T08:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-03-26T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-26T08:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-03-27T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-27T08:40:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-03-28T08:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-28T08:40:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-03-29T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-29T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-03-30T09:05:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-30T09:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-03-31T09:10:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.2,3.2,NA,2013-03-31T09:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-04-01T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-01T09:10:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-04-02T07:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-02T07:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.1,3.1,NA,2013-04-03T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-03T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.5,2.5,NA,2013-04-04T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-04T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.3,2.3,NA,2013-04-05T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-05T08:50:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-06T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-06T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-07T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-07T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-04-08T08:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-08T09:20:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.2,3.2,NA,2013-04-09T07:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-09T07:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.2,3.2,NA,2013-04-10T07:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-10T07:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.6,2.6,NA,2013-04-11T08:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-11T09:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.4,2.4,NA,2013-04-12T07:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-12T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-13T08:10:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0,0,NA,2013-04-13T08:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-14T08:20:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-04-14T08:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.2,3.2,NA,2013-04-15T08:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-15T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.1,3.1,NA,2013-04-16T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-16T08:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2013-04-17T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-17T08:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.3,3.3,NA,2013-04-18T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-18T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2013-04-19T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-19T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-04-20T08:10:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2013-04-20T08:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-04T09:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.6,3.6,NA,2013-05-06T09:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-06T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.2,3.2,NA,2013-05-07T09:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-07T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.4,3.4,NA,2013-05-08T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-08T10:20:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-05-09T09:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-09T10:10:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-05-10T09:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-10T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-11T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-05-11T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-12T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-05-12T09:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.2,3.2,NA,2013-05-13T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-13T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.2,3.2,NA,2013-05-14T08:50:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-14T09:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-05-15T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-15T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-05-16T09:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-16T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-05-17T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-17T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-18T09:10:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-05-18T09:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-19T09:20:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-05-19T09:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-05-20T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-20T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-21T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-05-21T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-22T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-05-22T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-23T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-05-23T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-24T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.1,3.1,NA,2013-05-24T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-26T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-05-26T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-27T08:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-05-27T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-28T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
